publications;siteName;siteType;country;region;town;lat;lon;distCoastKm;elevationM;refIndividualIsoarch;refIndividualInPubli;individualType;individualRelDatingLowerLimit;individualRelDatingUpperLimit;individualRelDatingIsReliable;individualAbsDatingMatIsOrganic;individualAbsDatingLabNum;individualAbsDatingConvAgeMean;individualAbsDatingConvAgeUncertainity;individualAbsDating2SigmaCalibratedResLowerLimit;humanSex;agePubliClassName;humanAgeClass;humanAgeEstimMin;humanAgeEstimMax;humanStatureCm;humanBonePreservLevel;humanSkelRepresLevel;funeraryStructNum;funeraryDepositionType;funeraryInhumationType1;funeraryInhumationType2;funeraryContainerType;funeraryBurialType1;funeraryBurialType2;funeraryInhumationPosition;funeraryBodyOrientation;faunaClass;faunaOrder;faunaFamily;faunaSubfamily;faunaGenus;faunaSpecies;plantMetabolism;plantFamily;plantGenus;plantSpecies;refSampleIsoarch;sampleType;sampleSubType;skelPart;teethCategory;teethType;teethNum;refMeasureOrganicIsoarch;d13C;d15N;d34S;%Col;%C;%N;C/N;measureOrganiclChronologicalOrder;dDOrganic;refMeasureMineralIsoarch;d13CCarb;d18OCarb;d13CPhos;d18OPhos;dDMineral;Sr87/Sr86;srConcentration;measureMineralChronologicalOrder
"Heaton et al. 2009";"Thessaloniki";"";"Greece";"Central Macedonia";"Thessaloniki";"40.6631450";"22.9289060";"3";"31";"7632";"9";"Plant";"2001";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13895";"Grain";"";"";"";"";"";"16269";"-25.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Thessaloniki";"";"Greece";"Central Macedonia";"Thessaloniki";"40.6631450";"22.9289060";"3";"31";"7633";"10";"Plant";"2002";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13896";"Grain";"";"";"";"";"";"16270";"-25.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Thessaloniki";"";"Greece";"Central Macedonia";"Thessaloniki";"40.6631450";"22.9289060";"3";"31";"7634";"11";"Plant";"1999";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13897";"Grain";"";"";"";"";"";"16271";"-23.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Thessaloniki";"";"Greece";"Central Macedonia";"Thessaloniki";"40.6631450";"22.9289060";"3";"31";"7635";"12";"Plant";"2000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13898";"Grain";"";"";"";"";"";"16272";"-23.1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Tripoli";"";"Greece";"Peloponnese ";"Tripoli";"37.5166670";"22.3833330";"30";"665";"7636";"";"Plant";"1995";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13899";"Grain";"";"";"";"";"";"16273";"-23.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Norwich";"";"Ukraine";"Norfolk";"Norwich";"52.6222970";"1.2213700";"35";"14";"7637";"D. 1981";"Plant";"1981";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13900";"Grain";"";"";"";"";"";"16274";"-26.4";"";"";"";"42.2";"2.9";"14.4";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Norwich";"";"Ukraine";"Norfolk";"Norwich";"52.6222970";"1.2213700";"35";"14";"7638";"D. 1981";"Plant";"1981";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13901";"Grain";"";"";"";"";"";"16275";"-25.4";"";"";"";"41.4";"2.7";"15.4";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Norwich";"";"Ukraine";"Norfolk";"Norwich";"52.6222970";"1.2213700";"35";"14";"7639";"D. 1981";"Plant";"1981";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13902";"Grain";"";"";"";"";"";"16276";"-24.3";"";"";"";"42.3";"3.3";"13.0";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Norwich";"";"Ukraine";"Norfolk";"Norwich";"52.6222970";"1.2213700";"35";"14";"7640";"D. 1985";"Plant";"1985";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13903";"Grain";"";"";"";"";"";"16277";"-27.5";"";"";"";"43.2";"2.6";"16.7";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Norwich";"";"Ukraine";"Norfolk";"Norwich";"52.6222970";"1.2213700";"35";"14";"7641";"D. 1985";"Plant";"1985";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13904";"Grain";"";"";"";"";"";"16278";"-26.1";"";"";"";"42.6";"2.7";"15.6";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Norwich";"";"Ukraine";"Norfolk";"Norwich";"52.6222970";"1.2213700";"35";"14";"7642";"D. 1985";"Plant";"1985";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13905";"Grain";"";"";"";"";"";"16279";"-24.7";"";"";"";"41.5";"2.8";"14.8";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Norwich";"";"Ukraine";"Norfolk";"Norwich";"52.6222970";"1.2213700";"35";"14";"7643";"S 55/92";"Plant";"1992";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13906";"Grain";"";"";"";"";"";"16280";"-29.3";"";"";"";"42.5";"4.0";"10.6";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Norwich";"";"Ukraine";"Norfolk";"Norwich";"52.6222970";"1.2213700";"35";"14";"7644";"S 55/92";"Plant";"1992";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13907";"Grain";"";"";"";"";"";"16281";"-29.1";"";"";"";"41.9";"3.1";"13.4";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Norwich";"";"Ukraine";"Norfolk";"Norwich";"52.6222970";"1.2213700";"35";"14";"7645";"D. S 55/92";"Plant";"1992";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13908";"Grain";"";"";"";"";"";"16282";"-25.9";"";"";"";"43.0";"3.2";"13.3";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Norwich";"";"Ukraine";"Norfolk";"Norwich";"52.6222970";"1.2213700";"35";"14";"7646";"D. 1999";"Plant";"1999";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13909";"Grain";"";"";"";"";"";"16283";"-26.5";"";"";"";"42.9";"2.6";"16.6";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Norwich";"";"Ukraine";"Norfolk";"Norwich";"52.6222970";"1.2213700";"35";"14";"7647";"D. 1999";"Plant";"1999";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13910";"Grain";"";"";"";"";"";"16284";"-26.5";"";"";"";"42.5";"2.2";"19.4";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Norwich";"";"Ukraine";"Norfolk";"Norwich";"52.6222970";"1.2213700";"35";"14";"7648";"D. 1999";"Plant";"1999";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13911";"Grain";"";"";"";"";"";"16285";"-23.9";"";"";"";"42.2";"2.9";"14.5";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7649";"739 EK";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13912";"Grain";"";"";"";"";"";"16286";"-23.0";"";"";"";"46.9";"3.5";"13.7";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7650";"906 EK";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13913";"Grain";"";"";"";"";"";"16287";"-23.9";"";"";"";"47.9";"2.5";"19.2";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7651";"927 EK";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13914";"Grain";"";"";"";"";"";"16288";"-23.1";"";"";"";"47.3";"4.3";"11.0";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7652";"965 EK";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13915";"Grain";"";"";"";"";"";"16289";"-23.3";"";"";"";"48.0";"2.7";"17.9";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7653";"1000 EK";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13916";"Grain";"";"";"";"";"";"16290";"-23.5";"";"";"";"47.6";"2.6";"18.1";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7654";"1007 EK";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13917";"Grain";"";"";"";"";"";"16291";"-24.2";"";"";"";"40.7";"2.3";"17.8";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7655";"1026 EK";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13918";"Grain";"";"";"";"";"";"16292";"-23.5";"";"";"";"51.3";"3.9";"14.5";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7656";"1115 EK";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13919";"Grain";"";"";"";"";"";"16293";"-23.5";"";"";"";"51.3";"3.1";"16.8";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7657";"2292 EK";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13920";"Grain";"";"";"";"";"";"16294";"-23.5";"";"";"";"47.6";"3.1";"15.2";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7658";"3202 EK";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13921";"Grain";"";"";"";"";"";"16295";"-23.8";"";"";"";"51.5";"3.1";"16.6";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7659";"2427 EK";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13922";"Grain";"";"";"";"";"";"16296";"-24.0";"";"";"";"59.7";"3.4";"17.7";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7660";"2455 EK";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13923";"Grain";"";"";"";"";"";"16297";"-23.4";"";"";"";"53.1";"2.7";"20.1";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7661";"2459 EK";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13924";"Grain";"";"";"";"";"";"16298";"-23.4";"";"";"";"51.3";"3.1";"16.6";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7662";"2469 EK";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13925";"Grain";"";"";"";"";"";"16299";"-23.5";"";"";"";"52.0";"3.5";"15.2";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7663";"2496 EK";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13926";"Grain";"";"";"";"";"";"16300";"-23.3";"";"";"";"50.3";"3.4";"15.2";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7664";"2506 EK";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13927";"Grain";"";"";"";"";"";"16301";"-23.6";"";"";"";"47.8";"2.5";"19.6";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7665";"2540 EK";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13928";"Grain";"";"";"";"";"";"16302";"-23.7";"";"";"";"57.5";"2.5";"22.8";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7666";"2545 EK";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13929";"Grain";"";"";"";"";"";"16303";"-23.2";"";"";"";"47.6";"2.6";"18.8";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7667";"2565 EK";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13930";"Grain";"";"";"";"";"";"16304";"-23.8";"";"";"";"52.6";"3.4";"15.6";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7668";"2593 EK";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13931";"Grain";"";"";"";"";"";"16305";"-23.5";"";"";"";"37.3";"2.0";"18.9";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7669";"2637 EK";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13932";"Grain";"";"";"";"";"";"16306";"-23.6";"";"";"";"48.1";"2.9";"16.9";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7670";"2648 EK";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13933";"Grain";"";"";"";"";"";"16307";"-24.1";"";"";"";"58.5";"3.4";"17.2";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7671";"3529 EK";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13934";"Grain";"";"";"";"";"";"16308";"-23.6";"";"";"";"48.1";"2.9";"16.7";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7672";"4396 EK";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13935";"Grain";"";"";"";"";"";"16309";"-23.2";"";"";"";"43.9";"2.6";"17.5";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7673";"630 EM";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13936";"Grain";"";"";"";"";"";"16310";"-23.5";"";"";"";"46.8";"2.6";"17.9";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7674";"735 EM";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13937";"Grain";"";"";"";"";"";"16311";"-22.7";"";"";"";"52.6";"3.5";"15.3";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7675";"907 EM";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13938";"Grain";"";"";"";"";"";"16312";"-22.5";"";"";"";"51.2";"3.1";"16.7";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7676";"1021 EM";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13939";"Grain";"";"";"";"";"";"16313";"-23.0";"";"";"";"49.6";"2.6";"19.3";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7677";"1136 EM";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13940";"Grain";"";"";"";"";"";"16314";"-23.0";"";"";"";"48.1";"2.7";"18.0";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7678";"2308 EM";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13941";"Grain";"";"";"";"";"";"16315";"-23.1";"";"";"";"47.7";"2.7";"17.6";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7679";"2591 EM";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13942";"Grain";"";"";"";"";"";"16316";"-23.1";"";"";"";"57.5";"3.1";"18.6";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7680";"2691 EM";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13943";"Grain";"";"";"";"";"";"16317";"-22.5";"";"";"";"47.2";"2.7";"17.3";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7681";"2700 EM";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13944";"Grain";"";"";"";"";"";"16318";"-23.1";"";"";"";"46.6";"2.7";"17.0";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7682";"3219 EM";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13945";"Grain";"";"";"";"";"";"16319";"-23.3";"";"";"";"49.4";"2.9";"17.2";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7683";"4224 EM";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13946";"Grain";"";"";"";"";"";"16320";"-22.7";"";"";"";"48.5";"2.9";"16.5";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7684";"4656 EM";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13947";"Grain";"";"";"";"";"";"16321";"-23.1";"";"";"";"47.3";"2.9";"16.6";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7685";"5035 EM";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13948";"Grain";"";"";"";"";"";"16322";"-22.8";"";"";"";"50.8";"3.0";"17.1";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7686";"5080 EM";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13949";"Grain";"";"";"";"";"";"16323";"-22.8";"";"";"";"49.1";"2.8";"17.3";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7687";"5120 EM";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13950";"Grain";"";"";"";"";"";"16324";"-22.8";"";"";"";"45.8";"2.5";"18.4";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7688";"5126 EM";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13951";"Grain";"";"";"";"";"";"16325";"-22.4";"";"";"";"40.0";"2.2";"18.1";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7689";"630 SP";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13952";"Grain";"";"";"";"";"";"16326";"-23.2";"";"";"";"47.1";"2.8";"17.0";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7690";"735 SP";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13953";"Grain";"";"";"";"";"";"16327";"-23.0";"";"";"";"49.8";"4.1";"12.1";"";"";"";"";"";"";"";"";"";"";""
"Heaton et al. 2009";"Assiros";"";"Greece";"Central Macedonia";"Assiros";"40.8208330";"23.0308330";"22";"185";"7691";"907 SP";"Plant";"-1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13954";"Grain";"";"";"";"";"";"16328";"-23.0";"";"";"";"51.4";"3.3";"15.9";"";"";"";"";"";"";"";"";"";"";""
